"site","year","species","d10","d20","d30","d40","d50"
"STEWBETMD1",2012,"modo",1,0,0,1,1
"STEWBETMD1",2012,"noca",0,0,1,0,1
"STEWBETMD1",2012,"tuti",0,1,0,0,0
"STEWBETMD1",2012,"ysfl",0,0,1,0,0
"STORPATMD1",2009,"amro",0,0,1,1,0
"STORPATMD1",2009,"blja",0,0,3,0,0
"STORPATMD1",2009,"cach",0,1,0,0,0
"STORPATMD1",2009,"carw",0,0,0,0,1
"STORPATMD1",2009,"cogr",0,0,3,1,7
"STORPATMD1",2009,"dowo",0,1,0,1,0
"STORPATMD1",2009,"grca",0,1,0,1,0
"STORPATMD1",2009,"hofi",0,0,0,1,0
"STORPATMD1",2009,"howr",0,2,1,0,0
"STORPATMD1",2009,"noca",0,0,0,3,2
"STORPATMD1",2009,"rbwo",0,0,0,0,1
"STORPATMD1",2009,"tuti",1,0,0,0,0
"STORPATMD1",2009,"ysfl",0,0,0,0,1
"STUECHRVA1",2012,"amcr",1,0,0,0,1
"STUECHRVA1",2012,"amgo",0,0,2,0,0
"STUECHRVA1",2012,"amro",0,1,1,0,0
"STUECHRVA1",2012,"blja",0,0,0,1,0
"STUECHRVA1",2012,"carw",0,0,1,0,0
"STUECHRVA1",2012,"cogr",0,0,0,2,0
"STUECHRVA1",2012,"grca",0,1,0,0,0
"STUECHRVA1",2012,"noca",0,0,0,0,1
"STUECHRVA1",2012,"sosp",0,0,2,0,0
"STUECHRVA1",2012,"tuti",0,0,0,1,1
"STUECHRVA2",2009,"amgo",0,0,0,1,0
"STUECHRVA2",2009,"amro",0,0,1,0,2
"STUECHRVA2",2009,"grca",2,1,1,1,0
"STUECHRVA2",2009,"howr",0,0,1,0,0
"STUECHRVA2",2009,"noca",0,0,1,0,1
"STUECHRVA2",2009,"sosp",0,0,0,1,1
"STUECHRVA2",2010,"amro",0,0,1,1,0
"STUECHRVA2",2010,"cach",0,0,0,0,0
"STUECHRVA2",2010,"grca",0,1,0,0,0
"STUECHRVA2",2010,"hofi",0,0,1,0,1
"STUECHRVA2",2010,"howr",0,0,1,0,0
"STUECHRVA2",2010,"sosp",0,0,0,1,0
"STURCARMD1",2009,"amro",0,1,0,0,0
"STURCARMD1",2009,"carw",2,0,0,0,0
"STURCARMD1",2009,"cogr",0,0,1,0,0
"STURCARMD1",2009,"grca",0,1,1,0,0
"STURCARMD1",2009,"modo",1,0,0,0,0
"STURCARMD1",2009,"noca",0,2,1,0,1
"STURCARMD1",2009,"rthu",1,0,0,0,0
"STURCARMD1",2010,"amgo",0,3,0,0,0
"STURCARMD1",2010,"amro",0,1,0,0,0
"STURCARMD1",2010,"cogr",1,0,0,2,0
"STURCARMD1",2010,"grca",1,1,0,1,0
"STURCARMD1",2010,"hawo",0,0,0,1,0
"STURCARMD1",2010,"howr",2,0,0,0,0
"STURCARMD1",2010,"noca",0,0,0,0,2
"STURCARMD1",2012,"amro",0,2,2,1,0
"STURCARMD1",2012,"blja",0,0,0,0,2
"STURCARMD1",2012,"cach",0,0,1,0,1
"STURCARMD1",2012,"grca",0,0,0,2,0
"STURCARMD1",2012,"noca",0,0,1,0,1
"STURCARMD1",2012,"rbwo",0,0,1,0,0
"STURCARMD1",2012,"tuti",0,0,0,1,0
"STURCARMD1",2012,"wbnu",1,0,0,0,0
"SUBRSTEMD1",2009,"amro",0,2,1,0,0
"SUBRSTEMD1",2009,"bhco",0,1,0,0,0
"SUBRSTEMD1",2009,"cach",1,1,1,0,0
"SUBRSTEMD1",2009,"grca",2,2,0,0,0
"SUBRSTEMD1",2009,"noca",0,0,1,2,0
"SUBRSTEMD1",2009,"sosp",0,2,0,1,0
"SUBRSTEMD1",2009,"wbnu",0,1,0,1,0
"SUBRSTEMD1",2010,"amgo",0,0,1,0,0
"SUBRSTEMD1",2010,"amro",0,0,1,0,2
"SUBRSTEMD1",2010,"bhco",0,0,1,0,0
"SUBRSTEMD1",2010,"blja",0,0,1,0,0
"SUBRSTEMD1",2010,"cogr",0,0,0,0,1
"SUBRSTEMD1",2010,"grca",1,1,0,0,2
"SUBRSTEMD1",2010,"hofi",0,0,0,3,0
"SUBRSTEMD1",2010,"sosp",0,0,1,0,0
"SUBRSTEMD1",2010,"tuti",0,0,0,0,1
"SUBRSTEMD1",2012,"amgo",0,1,1,0,0
"SUBRSTEMD1",2012,"amro",1,2,0,1,0
"SUBRSTEMD1",2012,"bggn",0,0,0,0,1
"SUBRSTEMD1",2012,"bhco",0,1,0,0,0
"SUBRSTEMD1",2012,"blja",0,0,1,0,0
"SUBRSTEMD1",2012,"cedw",0,0,0,1,0
"SUBRSTEMD1",2012,"cogr",0,1,0,0,0
"SUBRSTEMD1",2012,"eawp",0,0,0,1,1
"SUBRSTEMD1",2012,"grca",0,0,1,1,0
"SUBRSTEMD1",2012,"modo",0,1,0,0,0
"SUBRSTEMD1",2012,"noca",0,0,0,1,1
"SUBRSTEMD1",2012,"rbwo",0,0,1,0,1
"SUBRSTEMD1",2012,"revi",0,1,0,0,0
"SUBRSTEMD1",2012,"sosp",0,0,0,0,1
"SULLPAUVA1",2009,"amgo",0,1,0,0,0
"SULLPAUVA1",2009,"amro",0,0,1,2,0
"SULLPAUVA1",2009,"blja",0,1,0,0,1
"SULLPAUVA1",2009,"cach",0,0,1,0,0
"SULLPAUVA1",2009,"carw",0,0,1,0,0
"SULLPAUVA1",2009,"hofi",1,0,0,0,0
"SULLPAUVA1",2009,"howr",0,3,0,0,0
"SULLPAUVA1",2009,"noca",1,1,1,2,0
"SULLPAUVA1",2009,"rbwo",0,0,1,0,0
"SULLPAUVA1",2009,"sosp",0,0,0,0,2
"SULLPAUVA1",2010,"amgo",0,0,1,0,0
"SULLPAUVA1",2010,"amro",0,0,0,1,0
"SULLPAUVA1",2010,"grca",0,0,0,0,1
"SULLPAUVA1",2010,"howr",1,1,0,0,0
"SULLPAUVA1",2010,"noca",1,0,0,0,1
"SULLPAUVA1",2010,"sosp",0,0,0,0,1
"SULLPAUVA1",2012,"amcr",0,0,0,1,0
"SULLPAUVA1",2012,"cogr",0,0,0,2,0
"SULLPAUVA1",2012,"gcfl",0,0,1,0,0
"SULLPAUVA1",2012,"grca",0,0,0,1,0
"SULLPAUVA1",2012,"howr",0,2,1,0,0
"SULLPAUVA1",2012,"noca",3,0,0,0,0
"SULLPAUVA1",2012,"nomo",0,0,0,1,0
"SULLPAUVA1",2012,"rbwo",0,0,0,1,0
"SULLPAUVA1",2012,"sosp",0,2,0,0,0
"TATEJUAMD1",2009,"amro",1,2,0,1,0
"TATEJUAMD1",2009,"cach",1,0,0,0,0
"TATEJUAMD1",2009,"grca",3,0,0,0,0
"TATEJUAMD1",2009,"hofi",1,0,0,0,0
"TATEJUAMD1",2009,"howr",2,0,0,0,0
"TATEJUAMD1",2009,"noca",0,2,0,0,0
"TATEJUAMD1",2009,"rthu",1,0,0,0,0
"TATEJUAMD1",2009,"tuti",1,1,0,0,0
"TATEJUAMD1",2012,"amro",0,0,1,1,0
"TATEJUAMD1",2012,"blja",0,2,0,0,0
"TATEJUAMD1",2012,"carw",0,0,1,0,0
"TATEJUAMD1",2012,"cogr",0,2,0,0,0
"TATEJUAMD1",2012,"grca",2,0,0,0,1
"TATEJUAMD1",2012,"howr",0,0,0,0,1
"TATEJUAMD1",2012,"noca",0,0,0,1,0
"TATEJUAMD1",2012,"rbwo",1,0,0,0,0
"TATEJUAMD1",2012,"ysfl",0,1,0,0,0
"TAYLELEVA1",2009,"amcr",0,2,0,0,0
"TAYLELEVA1",2009,"amgo",0,2,0,0,0
"TAYLELEVA1",2009,"amro",1,1,0,0,0
"TAYLELEVA1",2009,"blja",0,1,0,0,0
"TAYLELEVA1",2009,"cach",0,1,0,0,0
"TAYLELEVA1",2009,"cedw",0,1,0,0,0
"TAYLELEVA1",2009,"eato",1,0,0,0,0
"TAYLELEVA1",2009,"howr",1,0,0,0,0
"TAYLELEVA1",2009,"noca",1,1,1,0,0
"TAYLELEVA1",2009,"tuti",0,2,0,0,0
"TAYLELEVA1",2009,"woth",0,0,1,0,0
"TAYLELEVA1",2010,"amcr",0,1,0,0,0
"TAYLELEVA1",2010,"amro",0,1,3,1,0
"TAYLELEVA1",2010,"baor",0,1,0,0,0
"TAYLELEVA1",2010,"blja",0,0,0,0,2
"TAYLELEVA1",2010,"cach",1,0,0,0,0
"TAYLELEVA1",2010,"cogr",0,0,0,0,1
"TAYLELEVA1",2010,"dowo",0,0,0,1,0
"TAYLELEVA1",2010,"eabl",0,0,1,0,0
"TAYLELEVA1",2010,"tuti",0,1,0,0,0
"THOMMARDC1",2009,"amgo",0,0,0,2,0
"THOMMARDC1",2009,"amro",0,1,0,1,0
"THOMMARDC1",2009,"bhco",0,1,0,0,0
"THOMMARDC1",2009,"cogr",0,0,0,1,0
"THOMMARDC1",2009,"ficr",0,0,1,0,0
"THOMMARDC1",2009,"grca",2,0,0,0,0
"THOMMARDC1",2009,"howr",0,2,0,0,0
"THOMMARDC1",2009,"modo",0,0,0,0,1
"THOMMARDC1",2009,"noca",0,1,0,1,0
"THOMMARDC1",2009,"nomo",0,0,0,0,1
"THOMMARDC1",2009,"rbwo",0,0,1,0,0
"THOMMARDC1",2009,"sosp",0,2,0,1,0
"THOMMARDC1",2010,"amcr",0,0,0,1,0
"THOMMARDC1",2010,"amro",1,0,1,1,0
"THOMMARDC1",2010,"bhco",0,1,0,0,0
"THOMMARDC1",2010,"blja",0,0,0,0,1
"THOMMARDC1",2010,"carw",0,0,0,0,1
"THOMMARDC1",2010,"cogr",0,1,1,0,0
"THOMMARDC1",2010,"grca",0,1,0,0,0
"THOMMARDC1",2010,"noca",0,0,0,0,1
"THOMMARDC1",2010,"rbwo",0,0,0,1,0
"THOMMARDC1",2012,"amro",0,1,0,3,1
"THOMMARDC1",2012,"cach",0,0,0,0,2
"THOMMARDC1",2012,"noca",0,0,1,0,0
"THOMMARDC1",2012,"sosp",0,0,0,1,1
"THOMSUSMD1",2009,"amcr",0,0,2,0,0
"THOMSUSMD1",2009,"blja",3,1,0,0,0
"THOMSUSMD1",2009,"cach",1,1,0,0,0
"THOMSUSMD1",2009,"carw",0,3,0,0,0
"THOMSUSMD1",2009,"ficr",0,1,0,0,0
"THOMSUSMD1",2009,"modo",0,1,0,0,0
"THOMSUSMD1",2009,"noca",0,1,0,0,0
"THOMSUSMD1",2009,"tuti",1,0,0,0,0
"THOMSUSMD1",2009,"wbnu",0,1,0,0,0
"TINIKATMD1",2009,"amro",0,0,1,1,0
"TINIKATMD1",2009,"bhco",0,1,0,0,0
"TINIKATMD1",2009,"blja",0,0,0,1,0
"TINIKATMD1",2009,"carw",0,0,1,0,1
"TINIKATMD1",2009,"cogr",0,0,1,0,0
"TINIKATMD1",2009,"eabl",0,1,0,0,0
"TINIKATMD1",2009,"howr",0,0,1,0,0
"TINIKATMD1",2009,"noca",1,0,1,0,0
"TINIKATMD1",2009,"sosp",0,0,1,0,1
"TINIKATMD1",2009,"tuti",1,1,0,1,0
"TINIKATMD1",2010,"amcr",0,0,0,0,2
"TINIKATMD1",2010,"amgo",1,0,0,0,0
"TINIKATMD1",2010,"cach",0,0,0,1,0
"TINIKATMD1",2010,"carw",0,0,0,0,1
"TINIKATMD1",2010,"chsp",0,0,0,0,1
"TINIKATMD1",2010,"dowo",0,0,0,0,1
"TINIKATMD1",2010,"grca",0,0,0,0,1
"TINIKATMD1",2010,"howr",0,0,0,1,1
"TINIKATMD1",2010,"noca",0,0,0,1,2
"TRAUPATVA1",2009,"amro",0,1,1,1,0
"TRAUPATVA1",2009,"dowo",0,0,0,1,0
"TRAUPATVA1",2009,"gcfl",0,1,0,0,0
"TRAUPATVA1",2009,"howr",0,0,0,0,1
"TRAUPATVA1",2009,"noca",0,0,1,0,2
"TRAUPATVA1",2009,"revi",0,0,0,0,1
"UNGELAUDC1",2009,"amro",1,1,1,0,0
"UNGELAUDC1",2009,"cogr",0,2,0,0,0
"UNGELAUDC1",2009,"dowo",0,1,0,0,0
"URBABETMD1",2009,"amgo",0,1,0,0,0
"URBABETMD1",2009,"amro",1,1,0,0,0
"URBABETMD1",2009,"cach",0,0,2,0,0
"URBABETMD1",2009,"carw",0,0,1,0,0
"URBABETMD1",2009,"cogr",0,1,0,0,0
"URBABETMD1",2009,"hawo",0,1,0,0,0
"URBABETMD1",2009,"howr",0,2,1,0,0
"URBABETMD1",2009,"noca",1,2,1,0,0
"URBABETMD1",2009,"rbwo",0,1,0,0,0
"URBABETMD1",2009,"sosp",0,1,2,0,0
"URBABETMD1",2009,"tuti",0,1,1,0,0
"URBABETMD1",2009,"wbnu",0,0,0,1,0
"VERSBETMD1",2009,"amro",0,0,0,1,0
"VERSBETMD1",2009,"blja",0,0,0,1,1
"VERSBETMD1",2009,"carw",0,0,0,0,1
"VERSBETMD1",2009,"chsp",0,0,0,1,0
"VERSBETMD1",2009,"cogr",1,0,5,1,0
"VERSBETMD1",2009,"eabl",0,0,0,1,0
"VERSBETMD1",2009,"eato",0,0,0,1,0
"VERSBETMD1",2009,"eawp",0,0,0,1,0
"VERSBETMD1",2009,"hofi",0,0,3,0,0
"VERSBETMD1",2009,"howr",0,0,1,0,1
"VERSBETMD1",2009,"noca",0,0,0,0,0
"VERSBETMD1",2009,"nomo",0,0,0,0,1
"VERSBETMD1",2009,"revi",0,0,0,0,0
"VERSBETMD1",2010,"bhco",0,0,1,0,0
"VERSBETMD1",2010,"carw",0,0,0,0,1
"VERSBETMD1",2010,"cedw",0,0,1,0,0
"VERSBETMD1",2010,"cogr",1,0,0,0,0
"VERSBETMD1",2010,"hofi",0,0,1,1,0
"VERSBETMD1",2010,"howr",0,1,0,0,0
"VERSBETMD1",2010,"modo",0,0,1,0,0
"VERSBETMD1",2010,"noca",0,0,1,0,0
"VERSBETMD1",2010,"oror",0,0,1,0,0
"VERSBETMD1",2012,"amro",0,1,0,0,1
"VERSBETMD1",2012,"bhco",0,1,0,0,0
"VERSBETMD1",2012,"cach",0,2,0,0,0
"VERSBETMD1",2012,"cogr",1,0,0,0,0
"VERSBETMD1",2012,"dowo",0,1,0,0,0
"VERSBETMD1",2012,"eabl",2,2,0,0,0
"VERSBETMD1",2012,"grca",0,0,0,1,0
"VERSBETMD1",2012,"noca",0,2,1,0,0
"VERSBETMD1",2012,"nopa",0,1,0,0,0
"VERSBETMD1",2012,"tuti",0,1,0,0,0
"VONGJENMD1",2009,"amgo",0,1,1,0,0
"VONGJENMD1",2009,"amro",0,0,1,1,0
"VONGJENMD1",2009,"grca",3,0,0,0,0
"VONGJENMD1",2009,"hofi",0,3,0,0,0
"VONGJENMD1",2009,"noca",0,2,0,0,0
"VONGJENMD1",2009,"sosp",0,0,1,0,0
"VONGJENMD1",2010,"amro",3,1,0,0,0
"VONGJENMD1",2010,"cach",2,0,0,0,0
"VONGJENMD1",2010,"cogr",0,0,0,1,0
"VONGJENMD1",2010,"grca",0,1,0,1,0
"VONGJENMD1",2010,"howr",1,0,1,0,0
"VONGJENMD1",2010,"noca",2,0,0,0,0
"VONGJENMD1",2012,"amcr",0,0,4,0,0
"VONGJENMD1",2012,"amgo",0,2,0,0,0
"VONGJENMD1",2012,"amro",0,1,0,0,0
"VONGJENMD1",2012,"cach",0,0,0,0,1
"VONGJENMD1",2012,"dowo",1,0,0,0,0
"VONGJENMD1",2012,"grca",1,1,0,0,0
"VONGJENMD1",2012,"howr",0,0,0,1,0
"VONGJENMD1",2012,"modo",0,1,0,0,0
"VONGJENMD1",2012,"noca",1,1,2,0,0
"VONGJENMD1",2012,"sosp",0,0,0,1,1
"VONGJENMD1",2012,"wbnu",1,0,0,0,0
"VOSSCOLVA1",2009,"amgo",0,0,1,0,0
"VOSSCOLVA1",2009,"amro",0,3,1,0,0
"VOSSCOLVA1",2009,"blja",0,0,0,0,1
"VOSSCOLVA1",2009,"cach",0,1,1,0,0
"VOSSCOLVA1",2009,"carw",0,0,0,1,1
"VOSSCOLVA1",2009,"ficr",0,0,0,0,1
"VOSSCOLVA1",2009,"noca",0,1,0,1,1
"VOSSCOLVA1",2009,"sosp",0,0,0,0,1
"VOSSCOLVA1",2009,"tuti",0,1,0,0,0
"VOSSCOLVA1",2010,"amcr",0,0,3,0,0
"VOSSCOLVA1",2010,"amro",0,1,0,0,0
"VOSSCOLVA1",2010,"blja",0,0,0,0,2
"VOSSCOLVA1",2010,"carw",0,3,0,0,0
"VOSSCOLVA1",2010,"noca",0,0,0,0,1
"VOSSCOLVA1",2010,"sosp",0,0,0,0,1
"VOSSCOLVA1",2012,"amgo",0,2,0,0,0
"VOSSCOLVA1",2012,"amro",1,0,0,0,0
"VOSSCOLVA1",2012,"cach",1,1,0,1,2
"VOSSCOLVA1",2012,"carw",0,0,0,1,0
"VOSSCOLVA1",2012,"chsw",2,0,0,0,0
"VOSSCOLVA1",2012,"eawp",0,0,0,0,1
"VOSSCOLVA1",2012,"grca",0,0,0,1,0
"VOSSCOLVA1",2012,"noca",1,0,1,0,0
"VOSSCOLVA1",2012,"nomo",0,0,0,0,1
"VOSSCOLVA1",2012,"rbwo",0,0,0,0,1
"VOSSCOLVA1",2012,"rthu",1,0,0,0,0
"VOSSCOLVA1",2012,"sosp",0,0,1,0,1
"VOSSCOLVA1",2012,"tuti",0,0,1,0,0
"VOSSCOLVA1",2012,"wbnu",0,0,0,1,0
"WALKPATVA1",2009,"blja",0,0,0,3,0
"WALKPATVA1",2009,"brth",0,1,0,0,0
"WALKPATVA1",2009,"cach",0,0,1,1,0
"WALKPATVA1",2009,"grca",0,1,4,2,1
"WALKPATVA1",2009,"howr",0,0,2,0,0
"WALKPATVA1",2009,"noca",2,0,3,1,1
"WALKPATVA1",2009,"sosp",0,0,2,1,0
"WALKPATVA1",2009,"tuti",1,0,1,0,0
"WAPLMILVA1",2009,"amgo",0,0,1,0,0
"WAPLMILVA1",2009,"amro",0,0,0,3,0
"WAPLMILVA1",2009,"cach",0,0,4,3,1
"WAPLMILVA1",2009,"carw",0,0,0,2,0
"WAPLMILVA1",2009,"eaph",0,0,1,0,0
"WAPLMILVA1",2009,"grca",0,0,0,4,0
"WAPLMILVA1",2009,"howr",0,0,1,0,0
"WAPLMILVA1",2009,"noca",0,0,0,1,2
"WAPLMILVA1",2009,"sosp",0,0,0,0,1
"WAPLMILVA1",2010,"amro",0,0,0,0,1
"WAPLMILVA1",2010,"grca",0,0,0,0,1
"WAPLMILVA1",2010,"howr",0,0,0,0,1
"WAPLMILVA1",2010,"modo",0,0,0,0,1
"WAPLMILVA1",2010,"noca",0,0,2,0,1
"WAPLMILVA1",2010,"nomo",0,0,0,0,1
"WARDDOUVA1",2009,"amgo",1,0,0,0,0
"WARDDOUVA1",2009,"amro",0,1,0,0,1
"WARDDOUVA1",2009,"cogr",0,0,1,1,0
"WARDDOUVA1",2009,"grca",0,1,0,0,0
"WARDDOUVA1",2009,"modo",0,0,0,1,2
"WARDDOUVA1",2009,"noca",2,1,1,0,1
"WARDDOUVA1",2009,"sosp",1,2,0,0,1
"WARDDOUVA1",2009,"wbnu",0,1,0,0,0
"WATSPATDC1",2009,"amro",0,2,2,0,0
"WATSPATDC1",2009,"cogr",0,1,2,0,0
"WATSPATDC1",2009,"hofi",0,0,0,1,0
"WATSPATDC1",2009,"noca",0,1,2,0,0
"WATSPATDC1",2009,"rbwo",0,0,0,0,1
"WATSPATDC1",2009,"sosp",0,1,0,0,0
"WATSPATDC1",2010,"amro",0,1,0,1,0
"WATSPATDC1",2010,"blja",0,0,0,0,1
"WATSPATDC1",2010,"cogr",0,0,2,0,0
"WATSPATDC1",2010,"grca",0,1,0,0,0
"WATSPATDC1",2010,"noca",0,0,1,0,0
"WATSPATDC1",2010,"sosp",0,0,1,1,0
"WATSPATDC1",2010,"tuti",0,0,0,1,0
"WATSPATDC1",2010,"wbnu",0,0,0,0,1
"WHITLAUDC1",2009,"amro",0,1,0,0,0
"WHITLAUDC1",2009,"cach",0,0,1,0,0
"WHITLAUDC1",2009,"carw",0,0,2,0,1
"WHITLAUDC1",2009,"cogr",0,0,1,0,0
"WHITLAUDC1",2009,"dowo",0,0,1,0,0
"WHITLAUDC1",2009,"gcfl",0,0,0,0,1
"WHITLAUDC1",2009,"noca",0,2,1,2,0
"WHITLAUDC1",2009,"rbwo",0,0,0,0,1
"WHITLAUDC1",2009,"rwbl",0,0,0,0,2
"WHITLAUDC1",2009,"tuti",0,0,0,0,1
"WHITLAUDC1",2010,"amcr",0,2,0,0,0
"WHITLAUDC1",2010,"cogr",0,0,2,0,0
"WHITLAUDC1",2010,"inbu",0,1,0,0,0
"WHITLAUDC1",2010,"modo",0,0,1,1,0
"WHITLAUDC1",2010,"noca",0,3,0,0,1
"WIEBFRAMD1",2009,"amro",1,0,0,1,0
"WIEBFRAMD1",2009,"blja",0,1,0,0,0
"WIEBFRAMD1",2009,"cogr",0,1,1,0,0
"WIEBFRAMD1",2009,"howr",0,0,0,1,1
"WIEBFRAMD1",2009,"noca",0,2,0,0,0
"WIEBFRAMD1",2009,"rbwo",0,0,1,0,0
"WIEBFRAMD1",2009,"sosp",0,1,0,0,0
"WIEBFRAMD1",2009,"wbnu",0,0,0,0,1
"WIEBFRAMD1",2010,"amro",1,0,0,0,0
"WIEBFRAMD1",2010,"blja",0,0,1,0,0
"WIEBFRAMD1",2010,"dowo",1,0,0,0,0
"WIEBFRAMD1",2010,"grca",2,0,0,0,0
"WIEBFRAMD1",2010,"sosp",0,0,0,0,1
"WIEBFRAMD1",2010,"wbnu",0,0,0,0,1
"WIEBFRAMD1",2012,"amro",0,0,1,0,0
"WIEBFRAMD1",2012,"chsw",0,0,0,2,0
"WIEBFRAMD1",2012,"dowo",0,0,1,0,0
"WIEBFRAMD1",2012,"grca",0,0,3,1,0
"WIEBFRAMD1",2012,"howr",0,0,0,0,1
"WIEBFRAMD1",2012,"modo",0,1,0,0,0
"WIEBFRAMD1",2012,"noca",0,1,2,1,0
"WIKACORMD1",2009,"blja",0,0,0,0,1
"WIKACORMD1",2009,"carw",0,0,1,1,1
"WIKACORMD1",2009,"cogr",0,0,0,0,1
"WIKACORMD1",2009,"gcfl",2,0,0,0,0
"WIKACORMD1",2009,"noca",0,0,2,0,1
"WIKACORMD1",2009,"wbnu",0,1,0,0,0
"WIKACORMD1",2010,"amgo",0,0,0,2,0
"WIKACORMD1",2010,"carw",0,0,0,0,2
"WIKACORMD1",2010,"cogr",0,2,0,0,0
"WIKACORMD1",2010,"hofi",0,0,0,0,1
"WIKACORMD1",2010,"modo",0,0,0,0,1
"WIKACORMD1",2010,"noca",0,0,1,0,2
"WIKACORMD1",2010,"rwbl",0,0,0,0,1
"WIKACORMD1",2012,"amcr",0,0,0,3,1
"WIKACORMD1",2012,"amro",0,0,0,0,1
"WIKACORMD1",2012,"blja",0,0,1,0,0
"WIKACORMD1",2012,"carw",0,0,0,2,0
"WIKACORMD1",2012,"noca",0,0,0,0,1
"WIKACORMD1",2012,"nomo",0,2,0,0,0
"WIKACORMD1",2012,"rthu",0,0,1,0,0
"WIKACORMD1",2012,"tuti",0,0,0,1,0
"WILDANNVA1",2009,"amro",0,2,2,0,0
"WILDANNVA1",2009,"cach",0,5,0,0,0
"WILDANNVA1",2009,"cogr",0,0,1,0,0
"WILDANNVA1",2009,"hofi",0,0,0,1,0
"WILDANNVA1",2009,"noca",0,0,0,1,0
"WILDANNVA1",2009,"rbwo",0,0,0,1,0
"WILDANNVA1",2009,"sosp",0,0,2,0,1
"WILDANNVA1",2009,"wbnu",0,0,1,0,0
"WILDANNVA1",2010,"amro",0,3,0,0,0
"WILDANNVA1",2010,"cach",1,0,1,0,0
"WILDANNVA1",2010,"carw",0,0,0,1,0
"WILDANNVA1",2010,"grca",0,0,1,0,0
"WILDANNVA1",2010,"modo",0,0,0,0,1
"WILDANNVA1",2010,"noca",0,1,0,0,0
"WILDANNVA1",2010,"sosp",0,0,0,1,0
"WILDANNVA1",2012,"amcr",0,0,0,0,2
"WILDANNVA1",2012,"amro",1,1,0,0,0
"WILDANNVA1",2012,"grca",0,1,0,0,0
"WILDANNVA1",2012,"howr",0,0,0,1,0
"WILDANNVA1",2012,"modo",0,0,0,0,1
"WILDANNVA1",2012,"noca",0,0,0,0,1
"WILDANNVA1",2012,"sosp",0,1,0,0,1
"WILELINMD1",2009,"amro",1,1,3,0,1
"WILELINMD1",2009,"bhco",0,1,0,0,0
"WILELINMD1",2009,"blja",0,0,2,0,0
"WILELINMD1",2009,"carw",0,1,1,0,0
"WILELINMD1",2009,"cogr",3,0,0,0,0
"WILELINMD1",2009,"sosp",0,0,0,1,1
"WILELINMD1",2010,"amro",0,2,0,0,2
"WILELINMD1",2010,"carw",0,0,0,0,1
"WILELINMD1",2010,"cedw",0,0,0,2,0
"WILELINMD1",2010,"dowo",0,0,1,0,0
"WILELINMD1",2010,"howr",1,0,0,0,0
"WILELINMD1",2010,"sosp",0,0,0,0,1
"WILELINMD1",2012,"amro",0,1,3,4,0
"WILELINMD1",2012,"blja",0,0,0,1,3
"WILELINMD1",2012,"noca",0,0,0,0,1
"WILLCYNVA1",2009,"amro",0,2,0,0,0
"WILLCYNVA1",2009,"carw",0,1,1,0,0
"WILLCYNVA1",2009,"grca",1,1,1,0,0
"WILLCYNVA1",2009,"hofi",0,0,1,0,0
"WILLCYNVA1",2009,"howr",0,0,1,0,0
"WILLCYNVA1",2009,"noca",0,2,1,0,1
"WILLCYNVA1",2009,"sosp",0,0,1,2,0
"WILLRAJMD1",2009,"amro",0,3,0,1,0
"WILLRAJMD1",2009,"bhco",0,0,1,0,0
"WILLRAJMD1",2009,"blja",0,1,0,0,0
"WILLRAJMD1",2009,"cach",0,2,2,1,0
"WILLRAJMD1",2009,"chsw",0,1,0,0,0
"WILLRAJMD1",2009,"grca",0,1,0,1,0
"WILLRAJMD1",2009,"howr",0,0,0,0,1
"WILLRAJMD1",2009,"noca",0,0,2,0,1
"WILLRAJMD1",2009,"nomo",0,0,1,0,0
"WILLRAJMD1",2009,"sosp",0,0,0,0,2
"WILLRAJMD1",2010,"amgo",0,2,0,0,0
"WILLRAJMD1",2010,"amro",0,2,0,0,1
"WILLRAJMD1",2010,"grca",0,2,0,1,0
"WILLRAJMD1",2010,"noca",0,0,1,0,1
"WILLRAJMD1",2010,"sosp",0,0,0,0,1
"WILLRAJMD1",2012,"amcr",0,0,0,0,1
"WILLRAJMD1",2012,"amro",0,2,1,1,0
"WILLRAJMD1",2012,"cach",0,0,0,1,0
"WILLRAJMD1",2012,"grca",0,1,1,0,0
"WILLRAJMD1",2012,"hofi",0,0,2,0,0
"WILLRAJMD1",2012,"howr",0,0,0,2,0
"WILLRAJMD1",2012,"modo",0,0,1,0,0
"WILLRAJMD1",2012,"noca",0,0,0,1,1
"WILLRAJMD1",2012,"sosp",0,0,0,1,1
"WILLTERMD1",2009,"amro",1,2,0,0,0
"WILLTERMD1",2009,"blja",1,0,0,0,0
"WILLTERMD1",2009,"cach",0,1,0,0,0
"WILLTERMD1",2009,"carw",1,0,0,0,0
"WILLTERMD1",2009,"gcfl",1,0,0,1,0
"WILLTERMD1",2009,"grca",0,1,0,0,0
"WILLTERMD1",2009,"howr",0,0,1,0,0
"WILLTERMD1",2009,"modo",0,1,0,0,0
"WILLTERMD1",2009,"noca",2,0,1,0,0
"WILLTERMD1",2009,"sosp",0,0,1,0,0
"WILLTERMD1",2010,"amro",0,0,0,1,0
"WILLTERMD1",2010,"cach",0,0,2,0,0
"WILLTERMD1",2010,"cogr",0,1,0,0,0
"WILLTERMD1",2010,"grca",0,1,0,0,0
"WILLTERMD1",2010,"noca",0,0,0,0,1
"WILLTERMD1",2010,"nomo",0,0,0,1,0
"WILLTERMD1",2010,"sosp",0,0,0,0,1
